customerid,churn,customer_gender,customer_seniorcitizen,customer_partner,customer_dependents,customer_tenure,phone_phoneservice,phone_multiplelines,internet_internetservice,internet_onlinesecurity,internet_onlinebackup,internet_deviceprotection,internet_techsupport,internet_streamingtv,internet_streamingmovies,account_paperlessbilling,account_charges_monthly,total_mensual,dias_contrato,total_diario,paymentmethod_credit card (automatic),paymentmethod_electronic check,paymentmethod_mailed check,tipo_contrato_Bienal,tipo_contrato_Mensual,churn_numeric
1561-bwhin,no,male,0,yes,yes,19,yes,no,no,no internet service,no,no,no,no,no,no,19.8,344.5,365,0.9438356164383561,False,False,True,False,False,0.0
1563-iwqex,no,female,0,no,no,12,yes,no,no,no internet service,no,no,no,no,no,no,19.7,220.35,30,7.345,False,False,True,False,True,0.0
1564-hjuvy,no,male,0,no,no,4,yes,no,dsl,no,yes,no,yes,yes,no,yes,63.75,226.2,30,7.54,False,False,False,False,True,0.0
1564-ntyxf,yes,female,1,no,no,13,yes,yes,fiber optic,no,no,no,no,no,yes,yes,82.0,1127.2,30,37.57333333333334,False,True,False,False,True,1.0
1565-rhdjd,yes,female,0,no,yes,4,yes,yes,fiber optic,no,yes,yes,no,no,no,no,84.05,333.55,30,11.118333333333334,False,False,False,False,True,1.0
1567-dscic,yes,male,0,no,no,8,yes,yes,fiber optic,no,yes,yes,no,yes,no,yes,94.0,773.65,30,25.788333333333334,False,True,False,False,True,1.0
1568-bekzm,no,male,1,yes,no,70,yes,yes,dsl,yes,yes,yes,yes,yes,yes,no,90.05,6333.4,730,8.675890410958903,True,False,False,True,False,0.0
1568-ljszu,no,male,0,yes,yes,68,yes,yes,dsl,yes,yes,yes,yes,yes,yes,yes,92.2,6392.85,730,8.757328767123289,True,False,False,True,False,0.0
1569-ttnyj,yes,male,0,yes,no,5,yes,yes,fiber optic,no,yes,no,no,no,no,yes,78.75,412.1,30,13.736666666666668,False,True,False,False,True,1.0
1571-savhk,yes,male,0,no,no,12,yes,yes,fiber optic,no,no,no,yes,yes,yes,yes,99.95,1132.75,30,37.75833333333333,False,False,True,False,True,1.0
1573-lgxba,no,male,0,yes,yes,57,yes,no,fiber optic,no,yes,yes,no,yes,yes,yes,97.55,5598.0,365,15.336986301369864,True,False,False,False,False,0.0
1574-dycwe,no,female,0,yes,yes,51,yes,no,no,no internet service,no,no,no,no,no,no,19.95,1028.75,730,1.4092465753424657,False,False,True,True,False,0.0
1575-krzze,no,female,0,no,no,4,yes,no,dsl,yes,yes,no,no,no,no,no,55.2,220.65,30,7.355,False,True,False,False,True,0.0
1576-pfziw,no,male,1,yes,no,70,yes,no,fiber optic,yes,yes,yes,no,yes,yes,no,105.35,7511.9,730,10.290273972602739,True,False,False,True,False,0.0
1577-hktfg,yes,female,0,yes,no,30,yes,no,no,no internet service,no,no,no,no,no,no,19.65,655.85,30,21.861666666666668,False,False,False,False,True,1.0
1579-klydt,yes,male,0,no,no,7,yes,yes,fiber optic,no,no,yes,no,yes,no,yes,90.45,593.45,30,19.78166666666667,False,True,False,False,True,1.0
1580-bmcmr,no,male,1,no,no,19,yes,no,fiber optic,yes,no,no,no,no,yes,yes,87.3,1637.3,30,54.57666666666667,False,True,False,False,True,0.0
1582-rafml,yes,male,0,no,no,1,yes,yes,dsl,no,yes,no,yes,no,no,no,60.1,60.1,30,2.0033333333333334,False,False,True,False,True,1.0
1583-ihqze,yes,male,0,no,no,12,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,yes,112.95,1384.75,30,46.15833333333333,False,False,True,False,True,1.0
1585-mqssu,yes,male,0,no,no,17,yes,no,dsl,no,no,no,yes,no,no,no,51.5,900.5,30,30.016666666666666,False,False,True,False,True,1.0
1587-fklzb,yes,male,1,yes,yes,66,yes,yes,fiber optic,no,no,yes,no,yes,yes,yes,99.5,6822.15,30,227.405,True,False,False,False,True,1.0
1589-agtlk,yes,male,0,no,no,3,yes,no,dsl,no,no,no,no,no,no,yes,45.35,141.5,30,4.716666666666667,False,True,False,False,True,1.0
1591-mqjtp,no,male,1,yes,no,51,yes,yes,fiber optic,yes,no,yes,no,no,yes,yes,93.65,4839.15,365,13.257945205479452,False,False,False,False,False,0.0
1591-nfnlq,yes,male,0,no,no,51,yes,yes,fiber optic,no,no,yes,no,no,no,no,80.0,4242.35,30,141.4116666666667,True,False,False,False,True,1.0
1591-xwlgb,no,female,0,yes,no,71,yes,no,no,no internet service,no,no,no,no,no,no,19.85,1379.6,730,1.88986301369863,True,False,False,True,False,0.0
1596-bbvtg,yes,male,0,no,no,35,yes,yes,fiber optic,no,no,no,no,no,no,no,75.35,2636.05,30,87.86833333333334,True,False,False,False,True,1.0
1596-oqsps,no,female,0,no,no,11,yes,no,dsl,no,yes,no,no,no,no,no,51.1,531.15,30,17.705,False,True,False,False,True,0.0
1597-fzreh,yes,female,0,no,no,2,yes,no,dsl,no,no,yes,yes,yes,yes,no,76.4,160.8,30,5.36,False,True,False,False,True,1.0
1597-lhync,yes,female,1,no,no,26,yes,yes,fiber optic,yes,yes,no,no,no,yes,yes,95.0,2497.2,30,83.24,False,True,False,False,True,1.0
1599-eahxy,no,male,0,yes,yes,60,yes,yes,no,no internet service,no,no,no,no,no,no,23.95,1506.4,365,4.127123287671233,True,False,False,False,False,0.0
1599-mmyrq,no,male,0,yes,yes,62,yes,no,fiber optic,yes,yes,no,no,no,no,yes,81.45,4983.05,365,13.652191780821918,True,False,False,False,False,0.0
1600-dilpe,no,female,0,no,no,12,yes,no,dsl,no,no,no,no,no,no,yes,45.0,524.35,30,17.478333333333335,False,False,False,False,True,0.0
1602-ijqqe,yes,female,0,no,no,4,yes,yes,fiber optic,no,no,no,no,no,no,no,75.35,338.1,30,11.270000000000001,False,True,False,False,True,1.0
1608-gmewb,no,male,1,no,no,45,yes,yes,fiber optic,no,no,no,no,yes,yes,yes,93.9,4200.25,30,140.00833333333333,False,False,False,False,True,0.0
1612-eohdh,yes,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,no,45.15,45.15,30,1.505,False,True,False,False,True,1.0
1614-jbebi,no,female,0,no,no,8,yes,no,no,no internet service,no,no,no,no,no,yes,20.7,137.6,30,4.586666666666667,False,False,True,False,True,0.0
1618-cfhme,yes,female,0,no,no,2,yes,yes,fiber optic,no,no,no,no,no,no,yes,75.9,143.35,30,4.778333333333333,False,True,False,False,True,1.0
1619-ywubb,no,female,0,yes,no,68,yes,yes,no,no internet service,no,no,no,no,no,yes,24.95,1614.9,730,2.212191780821918,True,False,False,True,False,0.0
1621-yncjh,no,female,0,yes,no,36,yes,yes,fiber optic,yes,yes,yes,yes,no,yes,yes,106.05,3834.4,730,5.2526027397260275,True,False,False,True,False,0.0
1622-hshsf,no,female,0,no,no,1,yes,no,no,no internet service,no,no,no,no,no,yes,19.55,19.55,30,0.6516666666666667,False,False,True,False,True,0.0
1623-nldot,yes,female,0,yes,no,42,no,no phone service,dsl,no,yes,no,yes,no,no,no,33.55,1445.3,365,3.9597260273972603,False,False,True,False,False,1.0
1624-naloj,yes,male,1,no,no,5,yes,yes,fiber optic,no,yes,no,no,no,yes,yes,89.8,502.6,30,16.753333333333334,False,True,False,False,True,1.0
1624-woiwj,yes,female,0,no,no,10,yes,no,fiber optic,yes,no,no,no,yes,no,yes,84.7,832.05,30,27.735,False,False,True,False,True,1.0
1625-jaiiy,yes,female,0,yes,yes,68,yes,yes,fiber optic,no,no,no,no,yes,no,yes,83.0,5685.8,365,15.577534246575343,False,True,False,False,False,1.0
1626-ercmm,yes,male,1,yes,no,20,yes,yes,fiber optic,no,no,no,no,yes,yes,yes,94.55,1899.65,30,63.32166666666667,False,True,False,False,True,1.0
1627-afwvj,no,female,0,no,no,29,yes,no,no,no internet service,no,no,no,no,no,no,19.4,554.25,730,0.7592465753424658,False,False,True,True,False,0.0
1628-bizyp,no,male,0,no,no,1,yes,no,fiber optic,no,yes,no,no,no,yes,yes,85.0,85.0,30,2.8333333333333335,False,True,False,False,True,0.0
1629-dqqvb,no,female,0,no,no,14,yes,no,dsl,yes,no,no,no,no,no,no,50.1,709.5,30,23.65,False,False,False,False,True,0.0
1635-fjfcc,no,female,0,no,no,5,yes,no,dsl,no,no,no,no,no,no,yes,44.05,202.15,30,6.738333333333333,True,False,False,False,True,0.0
1635-hdgft,no,female,0,no,yes,19,yes,no,no,no internet service,no,no,no,no,no,no,20.5,398.55,730,0.545958904109589,False,False,True,True,False,0.0
1635-nzatj,no,male,1,yes,no,71,yes,yes,no,no internet service,no,no,no,no,no,no,25.45,1789.65,730,2.4515753424657536,True,False,False,True,False,0.0
1636-ntnco,no,male,1,no,no,4,no,no phone service,dsl,no,yes,no,no,yes,yes,yes,50.95,207.35,30,6.911666666666666,True,False,False,False,True,0.0
1640-plfmp,no,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,yes,70.25,70.25,30,2.341666666666667,False,True,False,False,True,0.0
1641-bybtk,no,male,0,no,yes,6,yes,no,no,no internet service,no,no,no,no,no,yes,20.2,98.35,30,3.2783333333333333,False,False,True,False,True,0.0
1641-rqday,no,female,1,yes,yes,32,yes,yes,fiber optic,no,yes,no,no,yes,yes,yes,100.4,3217.65,30,107.25500000000001,False,True,False,False,True,0.0
1642-hmarx,no,female,0,yes,no,68,yes,yes,dsl,yes,yes,yes,yes,yes,yes,yes,91.7,6424.7,730,8.800958904109589,False,True,False,True,False,0.0
1644-irksf,yes,female,0,yes,yes,33,yes,no,fiber optic,no,no,yes,no,yes,yes,yes,93.8,3124.5,365,8.56027397260274,False,True,False,False,False,1.0
1645-efcgt,,male,0,yes,yes,72,yes,no,no,no internet service,no,no,no,no,no,no,19.4,1363.25,730,1.8674657534246575,True,False,False,True,False,
1656-drsmg,no,female,0,no,no,63,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,yes,109.85,7002.95,30,233.43166666666667,True,False,False,False,True,0.0
1657-dymbm,no,male,0,yes,no,53,yes,no,no,no internet service,no,no,no,no,no,no,19.9,1110.05,730,1.5206164383561642,True,False,False,True,False,0.0
1658-bygoy,yes,male,1,no,no,18,yes,yes,fiber optic,no,no,no,no,yes,yes,yes,95.45,1752.55,30,58.41833333333333,False,True,False,False,True,1.0
1658-tjvoa,no,female,1,no,no,6,yes,no,fiber optic,yes,no,no,no,no,no,yes,74.1,450.9,30,15.03,False,True,False,False,True,0.0
1658-xuhbx,no,female,1,yes,yes,59,yes,yes,fiber optic,no,no,yes,no,no,yes,yes,88.75,5348.65,30,178.28833333333333,True,False,False,False,True,0.0
1660-hsooq,yes,male,0,no,no,1,yes,no,dsl,no,no,yes,no,no,no,yes,49.65,49.65,30,1.655,False,False,True,False,True,1.0
1661-czbau,no,male,0,no,no,48,yes,yes,dsl,yes,no,no,yes,no,yes,yes,70.95,3629.2,365,9.943013698630136,False,False,False,False,False,0.0
1663-mhlhe,no,male,0,no,no,1,yes,no,no,no internet service,no,no,no,no,no,no,19.2,19.2,30,0.64,False,False,True,False,True,0.0
1666-jxlku,no,female,0,no,no,37,yes,yes,fiber optic,no,no,yes,no,yes,yes,yes,100.05,3810.55,30,127.01833333333335,False,True,False,False,True,0.0
1666-jzpzt,no,male,0,no,no,27,yes,yes,dsl,no,no,no,no,no,no,no,49.0,1291.35,30,43.044999999999995,False,False,True,False,True,0.0
1670-svowz,yes,female,0,yes,yes,14,yes,no,fiber optic,no,yes,no,yes,no,yes,yes,89.65,1208.35,30,40.27833333333333,True,False,False,False,True,1.0
1676-bzzyv,,male,0,yes,yes,55,yes,no,no,no internet service,no,no,no,no,no,no,19.5,1026.35,365,2.811917808219178,False,False,True,False,False,
1676-mqaoa,no,male,0,no,no,72,yes,no,dsl,yes,yes,yes,yes,yes,no,yes,75.1,5336.35,730,7.310068493150686,False,False,False,True,False,0.0
1678-fyzow,yes,female,0,no,no,3,yes,no,fiber optic,no,no,no,no,yes,no,yes,79.4,244.65,30,8.155,False,True,False,False,True,1.0
1679-jrfbr,no,female,0,yes,yes,70,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,yes,108.15,7930.55,365,21.727534246575342,True,False,False,False,False,0.0
1680-vdcww,no,male,0,yes,no,12,yes,no,no,no internet service,no,no,no,no,no,no,19.8,202.25,365,0.5541095890410959,False,False,False,False,False,0.0
1682-vcoio,no,male,0,no,no,23,yes,no,no,no internet service,no,no,no,no,no,no,20.45,481.1,365,1.318082191780822,False,False,True,False,False,0.0
1684-flbgs,no,female,0,yes,yes,23,yes,yes,dsl,no,yes,no,yes,yes,no,yes,69.5,1652.1,30,55.07,True,False,False,False,True,0.0
1685-bqula,no,female,0,no,no,40,yes,yes,fiber optic,no,yes,yes,no,yes,no,yes,93.4,3756.4,30,125.21333333333334,False,False,False,False,True,0.0
1685-vayjf,no,male,0,no,no,11,yes,no,dsl,no,no,no,no,no,no,no,45.2,492.0,30,16.4,True,False,False,False,True,0.0
1686-stuhn,no,male,0,no,no,42,yes,no,no,no internet service,no,no,no,no,no,no,19.8,849.9,365,2.3284931506849316,False,False,False,False,False,0.0
1689-mrzqr,yes,male,0,yes,yes,34,yes,no,fiber optic,no,no,no,no,yes,no,no,78.3,2564.3,30,85.47666666666667,False,True,False,False,True,1.0
1689-yqbyy,no,female,0,no,yes,12,yes,yes,fiber optic,no,no,no,no,no,no,yes,76.6,893.0,30,29.766666666666666,False,True,False,False,True,0.0
1696-hxowk,no,female,0,yes,no,71,yes,yes,fiber optic,yes,yes,no,no,yes,no,no,95.65,6856.95,365,18.786164383561644,False,False,True,False,False,0.0
1696-mzvau,no,male,0,yes,yes,39,no,no phone service,dsl,no,no,no,no,no,no,yes,25.25,947.75,365,2.5965753424657536,True,False,False,False,False,0.0
1697-bcshv,no,female,0,yes,yes,58,yes,yes,dsl,no,yes,no,no,yes,no,yes,66.8,3970.4,30,132.34666666666666,False,False,False,False,True,0.0
1697-lyyyx,no,female,0,yes,yes,61,yes,no,no,no internet service,no,no,no,no,no,no,19.1,1143.8,365,3.133698630136986,True,False,False,False,False,0.0
1697-nvvgy,no,male,1,yes,no,19,yes,no,dsl,yes,no,yes,no,yes,no,no,66.4,1286.05,30,42.86833333333333,False,False,False,False,True,0.0
1698-xfzci,no,male,0,no,no,61,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,yes,107.75,6521.9,365,17.868219178082192,False,True,False,False,False,0.0
1699-hpsbg,yes,male,0,no,no,12,yes,no,dsl,no,no,no,yes,yes,no,yes,59.8,727.8,365,1.993972602739726,False,True,False,False,False,1.0
1699-tldlz,no,female,0,yes,yes,16,yes,no,no,no internet service,no,no,no,no,no,no,19.7,301.55,730,0.41308219178082195,False,False,True,True,False,0.0
1699-uotxu,no,male,0,no,no,60,yes,no,dsl,yes,yes,yes,no,no,no,no,61.4,3638.25,730,4.983904109589041,False,True,False,True,False,0.0
1702-ccfnj,no,male,0,yes,no,52,yes,yes,dsl,no,yes,no,yes,no,no,no,61.35,3169.55,30,105.65166666666667,False,False,False,False,True,0.0
1703-mgiab,no,female,0,no,no,17,yes,yes,dsl,no,no,yes,yes,yes,no,yes,69.0,1108.0,30,36.93333333333333,False,False,True,False,True,0.0
1704-nrwye,yes,female,1,no,no,9,yes,no,fiber optic,no,no,no,no,yes,no,yes,80.85,751.65,30,25.055,False,True,False,False,True,1.0
1705-guhpv,no,female,0,no,no,63,yes,yes,no,no internet service,no,no,no,no,no,no,24.2,1618.2,730,2.2167123287671235,False,False,True,True,False,0.0
1707-habpf,no,female,1,no,no,46,yes,no,fiber optic,no,yes,yes,no,yes,no,yes,91.3,4126.35,365,11.305068493150685,False,False,False,False,False,0.0
1708-pbboa,no,female,0,no,no,42,no,no phone service,dsl,yes,yes,yes,yes,no,yes,yes,54.75,2348.45,365,6.434109589041095,False,True,False,False,False,0.0
1709-ejdox,no,female,0,yes,yes,47,yes,no,no,no internet service,no,no,no,no,no,no,19.75,948.9,730,1.29986301369863,False,False,True,True,False,0.0
1710-rcxus,no,male,0,yes,no,51,yes,yes,fiber optic,no,yes,no,no,no,yes,yes,90.35,4614.55,365,12.642602739726028,True,False,False,False,False,0.0
1716-lsamb,no,male,0,yes,yes,45,yes,no,dsl,yes,no,no,yes,no,no,no,54.65,2553.7,730,3.4982191780821914,False,False,False,True,False,0.0
1722-ldzjs,no,male,0,yes,yes,53,yes,no,no,no internet service,no,no,no,no,no,no,20.2,1068.15,365,2.926438356164384,True,False,False,False,False,0.0
1723-hkxjq,yes,male,0,no,no,42,yes,yes,fiber optic,no,yes,no,no,yes,yes,yes,101.75,4273.45,30,142.44833333333332,False,True,False,False,True,1.0
1724-bquha,yes,male,1,no,no,5,yes,no,fiber optic,no,no,no,no,yes,yes,yes,89.5,477.7,30,15.923333333333334,False,True,False,False,True,1.0
1724-iqwnm,no,male,0,no,yes,1,yes,no,no,no internet service,no,no,no,no,no,yes,19.3,19.3,30,0.6433333333333333,False,False,True,False,True,0.0
1725-iqniy,yes,male,0,yes,no,54,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,no,109.75,6110.2,730,8.37013698630137,False,False,False,True,False,1.0
1725-mimxw,yes,male,0,no,yes,1,yes,no,no,no internet service,no,no,no,no,no,yes,19.45,19.45,30,0.6483333333333333,False,False,True,False,True,1.0
1728-bqdma,no,female,0,no,no,2,yes,no,dsl,no,no,no,no,no,no,no,44.45,82.7,30,2.756666666666667,False,True,False,False,True,0.0
1728-cxqbe,no,male,1,yes,no,64,yes,yes,fiber optic,no,yes,yes,no,no,yes,yes,94.25,6081.4,30,202.7133333333333,False,True,False,False,True,0.0
1729-vlazj,no,female,0,no,yes,10,no,no phone service,dsl,yes,yes,no,yes,no,no,no,40.25,411.45,365,1.1272602739726028,False,False,True,False,False,0.0
1730-vfmwo,no,female,0,yes,no,34,yes,no,dsl,no,no,no,yes,no,no,no,50.2,1815.3,30,60.51,False,False,False,False,True,0.0
1730-zmame,no,female,1,no,no,32,yes,no,fiber optic,no,no,no,no,no,yes,yes,79.5,2665.0,30,88.83333333333333,False,True,False,False,True,0.0
1731-tviuk,yes,female,0,no,no,4,yes,yes,fiber optic,no,yes,no,yes,no,yes,yes,93.5,362.2,30,12.073333333333332,False,True,False,False,True,1.0
1732-fekld,no,female,0,no,no,54,yes,yes,fiber optic,no,yes,yes,no,yes,no,yes,94.75,5121.75,365,14.032191780821918,False,False,False,False,False,0.0
1732-vhubq,yes,female,1,yes,yes,47,yes,no,fiber optic,no,no,no,no,no,no,no,70.55,3309.25,30,110.30833333333334,False,False,False,False,True,1.0
1734-zmntz,no,female,0,yes,yes,11,yes,yes,no,no internet service,no,no,no,no,no,no,25.0,300.7,730,0.41191780821917806,False,False,True,True,False,0.0
1735-xmjvh,no,male,0,yes,yes,8,yes,no,no,no internet service,no,no,no,no,no,yes,19.35,152.6,30,5.086666666666667,False,False,True,False,True,0.0
1736-fcxmc,,male,0,no,no,56,yes,yes,fiber optic,no,yes,no,yes,no,yes,yes,94.45,5124.6,30,170.82000000000002,False,True,False,False,True,
1740-csdjp,yes,male,0,no,no,1,no,no phone service,dsl,no,no,no,no,no,yes,yes,35.25,35.25,30,1.175,False,False,False,False,True,1.0
1741-wtpon,no,male,0,yes,yes,56,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,no,115.85,6567.9,730,8.997123287671233,False,False,True,True,False,0.0
1744-jhkys,no,female,0,yes,no,34,yes,yes,no,no internet service,no,no,no,no,no,no,24.7,780.2,30,26.006666666666668,False,True,False,False,True,0.0
1746-tgtwv,no,male,0,yes,no,1,yes,no,fiber optic,no,no,yes,no,no,no,no,75.35,75.35,30,2.5116666666666663,True,False,False,False,True,0.0
1750-cskkm,yes,male,0,no,yes,9,yes,no,dsl,no,no,no,no,yes,no,no,55.35,449.75,30,14.991666666666667,False,True,False,False,True,1.0
1751-ncdli,no,male,1,yes,no,46,yes,yes,fiber optic,no,no,yes,no,yes,yes,yes,98.85,4564.9,30,152.16333333333333,False,True,False,False,True,0.0
1752-ozxfy,no,male,0,yes,no,60,yes,no,dsl,yes,no,no,no,yes,no,yes,59.8,3561.15,365,9.756575342465753,False,False,True,False,False,0.0
1754-gkypy,no,male,1,yes,no,22,yes,no,fiber optic,no,no,no,no,yes,yes,yes,89.75,1938.9,30,64.63000000000001,False,False,False,False,True,0.0
1755-fzqec,no,male,0,no,no,39,yes,no,no,no internet service,no,no,no,no,no,no,19.9,791.15,365,2.167534246575342,False,False,True,False,False,0.0
1755-rmcxh,no,male,0,yes,yes,2,yes,no,no,no internet service,no,no,no,no,no,no,20.3,40.25,30,1.3416666666666666,False,False,True,False,True,0.0
1757-tcatg,no,male,0,yes,yes,35,yes,no,no,no internet service,no,no,no,no,no,no,20.05,746.75,365,2.0458904109589042,False,False,False,False,False,0.0
1760-cazht,no,male,0,no,yes,25,yes,no,no,no internet service,no,no,no,no,no,no,20.8,460.2,30,15.34,False,False,True,False,True,0.0
1761-aezzr,yes,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,no,yes,79.55,79.55,30,2.6516666666666664,False,True,False,False,True,1.0
1763-kuaaw,no,female,1,no,no,18,yes,no,no,no internet service,no,no,no,no,no,no,20.35,369.6,365,1.0126027397260275,False,False,False,False,False,0.0
1763-wqfuk,no,male,0,no,no,3,yes,no,dsl,no,no,no,yes,no,no,yes,50.5,147.75,30,4.925,False,False,True,False,True,0.0
1764-vuumt,no,male,0,no,yes,66,yes,no,no,no internet service,no,no,no,no,no,no,19.95,1269.1,730,1.7384931506849315,True,False,False,True,False,0.0
1766-gknmi,no,male,0,no,no,29,yes,yes,fiber optic,no,no,no,no,no,yes,yes,84.9,2516.2,30,83.87333333333332,False,True,False,False,True,0.0
1766-umrdb,,male,1,no,no,34,yes,no,fiber optic,no,no,no,no,no,no,no,69.15,2275.1,30,75.83666666666666,True,False,False,False,True,
1767-cjkba,no,male,0,no,no,66,yes,yes,no,no internet service,no,no,no,no,no,no,25.1,1697.7,730,2.3256164383561644,False,False,True,True,False,0.0
1767-tgtko,no,female,0,yes,yes,8,yes,no,dsl,no,no,no,no,no,no,yes,45.45,411.75,30,13.725,False,True,False,False,True,0.0
1768-hnvgj,no,female,1,no,no,45,yes,yes,dsl,yes,no,no,yes,no,yes,yes,70.05,3062.45,30,102.08166666666666,False,True,False,False,True,0.0
1768-zaifu,yes,female,1,no,no,1,no,no phone service,dsl,no,no,no,no,no,no,yes,25.2,25.2,30,0.84,False,True,False,False,True,1.0
1769-gruik,no,female,0,no,no,18,yes,no,fiber optic,no,no,no,no,no,no,yes,71.1,1247.75,30,41.59166666666667,False,True,False,False,True,0.0
1771-oadnz,yes,male,1,yes,no,29,yes,yes,fiber optic,no,yes,yes,no,no,yes,yes,95.9,2745.2,30,91.50666666666666,False,True,False,False,True,1.0
1775-kwjkq,no,male,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,no,89.85,6562.9,730,8.99027397260274,True,False,False,True,False,0.0
1776-spbwv,no,female,0,yes,yes,34,yes,no,no,no internet service,no,no,no,no,no,yes,20.1,682.1,365,1.8687671232876713,False,False,False,False,False,0.0
1777-jyqpj,no,male,0,no,no,2,no,no phone service,dsl,no,no,no,no,no,no,no,24.3,38.45,30,1.2816666666666667,False,False,True,False,True,0.0
1779-pwpmg,no,female,1,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,yes,114.65,8333.95,730,11.4163698630137,False,False,False,True,False,0.0
1784-bxefa,no,female,0,no,no,10,yes,no,no,no internet service,no,no,no,no,no,yes,20.55,187.35,30,6.245,False,False,True,False,True,0.0
1784-ezdkj,no,male,0,yes,no,51,yes,yes,fiber optic,no,yes,yes,no,yes,yes,yes,106.8,5498.8,365,15.065205479452056,False,False,False,False,False,0.0
1785-bphtp,no,male,0,yes,yes,28,yes,no,fiber optic,no,no,yes,no,yes,no,no,85.45,2289.9,30,76.33,False,True,False,False,True,0.0
1790-nesio,no,female,0,no,no,13,yes,no,no,no internet service,no,no,no,no,no,yes,20.4,261.3,730,0.3579452054794521,False,False,True,True,False,0.0
1791-pqhbb,no,female,0,no,yes,2,yes,no,dsl,yes,no,no,no,no,yes,yes,61.2,125.95,30,4.198333333333333,True,False,False,False,True,0.0
1792-uxafy,yes,female,1,no,no,17,yes,no,fiber optic,no,yes,yes,no,yes,no,yes,89.15,1496.9,30,49.89666666666667,False,True,False,False,True,1.0
1794-hbqtj,yes,female,0,no,no,1,yes,no,dsl,yes,no,no,no,no,no,yes,48.6,48.6,30,1.62,True,False,False,False,True,1.0
1794-swwkl,no,male,0,yes,yes,15,yes,yes,dsl,no,no,yes,yes,no,no,yes,59.65,867.1,30,28.903333333333332,False,False,False,False,True,0.0
1796-janow,no,female,0,no,no,2,yes,no,no,no internet service,no,no,no,no,no,no,19.95,38.15,30,1.2716666666666667,False,False,True,False,True,0.0
